Centered vs non-centered -- same model, different geometry
(rhat and ess over the hyperparameters a_bar and sigma)

               model divergent max_rhat min_ess
     m13.2c centered         0    1.023     150
 m13.2  non-centered         0    1.001     714


m13.2c centered -- hyperparameters

          mean         sd      5.5%     94.5%     rhat ess_bulk
a_bar 2.877291 0.09223285 2.7303683 3.0256022 1.007293 501.4395
sigma 0.623677 0.09710018 0.4716316 0.7785996 1.022600 149.8814


m13.2 non-centered -- hyperparameters

           mean         sd      5.5%     94.5%     rhat ess_bulk
a_bar 2.8760853 0.09448387 2.7303574 3.0307775 1.000963 932.4039
sigma 0.6166877 0.10255011 0.4556542 0.7862754 1.000586 714.1336


m13.2 non-centered -- all parameters

           mean        sd     5.5%    94.5%      rhat ess_bulk
a[110] 2.732439 0.5580623 1.860135 3.615255 1.0032686 2344.915
a[111] 2.744508 0.5799968 1.836327 3.668133 0.9999714 2420.280
a[112] 2.435393 0.5464418 1.558338 3.287200 1.0023705 2292.598
a[113] 3.063455 0.5836733 2.194807 4.050968 1.0056319 2565.597
a[114] 2.728146 0.5684354 1.836327 3.643612 1.0021177 2239.484
a[115] 3.060001 0.5897332 2.133054 3.996962 1.0031291 2003.959
a[116] 2.448937 0.5672426 1.593460 3.337047 1.0021207 2162.143
a[117] 2.441223 0.5403758 1.589415 3.328781 1.0021059 2395.430
a[118] 3.060971 0.5623978 2.177590 3.991781 1.0025990 1745.574
a[119] 2.178640 0.5357187 1.316053 3.019723 1.0011758 2142.344
a[120] 3.090514 0.5972422 2.141008 4.054492 1.0020585 2276.063
a[121] 3.100715 0.5648065 2.217398 4.005764 1.0022812 2255.509
a[122] 3.092283 0.5861294 2.206161 4.063979 1.0015601 2296.451
a[123] 3.076761 0.5921119 2.150272 4.048767 1.0008262 1710.047
a[124] 2.765811 0.5684301 1.856819 3.670181 1.0024277 2633.451
a[125] 2.781997 0.5688534 1.891092 3.682968 1.0004768 2032.233
a[126] 2.819100 0.5712891 1.906830 3.728209 1.0009395 2198.668
a[127] 2.811085 0.5661125 1.931239 3.731495 1.0004102 2250.319
a[128] 3.127123 0.5814199 2.265407 4.098506 1.0003954 1788.230
a[129] 2.268785 0.5182391 1.439431 3.081096 1.0009762 2075.765
a[130] 2.311012 0.5059776 1.519957 3.108159 1.0008025 2403.271
a[131] 3.129930 0.5790683 2.244137 4.072361 1.0012836 2197.896
a[132] 2.857765 0.5425256 2.025629 3.727599 1.0012274 1819.704
a[133] 2.873373 0.5433821 2.016942 3.731013 1.0000463 2422.659
a[134] 2.859832 0.5691591 1.979004 3.810439 1.0004538 2088.612
a[135] 3.167950 0.5613607 2.302753 4.132554 1.0017606 2263.047
a[136] 2.915497 0.5234946 2.101895 3.747828 1.0015690 2186.214
a[137] 2.902873 0.5157176 2.072369 3.757665 1.0002113 2921.289
a[138] 2.902734 0.5273126 2.025385 3.748534 1.0012878 2086.743
